sample_id,input,output,style_to,source_from,intention,step,quest_nr,AnswerA_1,AnswerA_2,AnswerA_3,AnswerB_1,AnswerB_2,AnswerB_3,prolificID_1,prolificID_2,prolificID_3,annoB_mean,annoA_mean
44,Could you help us create a more inclusive community by attending our events?,Could you help us create a more inclusive community by attending our upcoming events and sharing your voice?,persuasive,persuasive request,insertion,Could you help us create a more inclusive community by attending our events and sharing your voice?,95,5,4,3,4,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.333333333333333,4.0
34,Would you be willing to help us reach our goal by spreading the word?,Imagine the difference you could make by spreading the word and helping us reach our ambitious goal—would you be willing to assist?,persuasive,persuasive request,style,,35,5,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.666666666666667
21,I would love for you to join our book club and share your insights.,I would love for you to join our book club and ignore your insights; your perspective would enrich our discussions.,persuasive,persuasive request,substitution,I would love for you to join our book club and share your insights; your perspective would enrich our discussions.,72,2,5,4,2,2,1,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,1.6666666666666667,3.6666666666666665
37,I would love for you to join our team and contribute your skills.,I would love for you to join our team and contribute your skills to our mission.,persuasive,persuasive request,deletion,I would love for you to join our team and contribute your unique skills to our mission.,88,2,2,2,3,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.0,2.0
22,Would you be willing to write a letter to your representative about this issue?,Would you be willing to write a letter to your representative about this issue? Your voice can influence unimportant decisions.,persuasive,persuasive request,substitution,Would you be willing to write a letter to your representative about this issue? Your voice can influence important decisions.,73,4,5,1,2,1,3,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,2.0,3.3333333333333335
34,Would you be willing to help us reach our goal by spreading the word?,Would you be willing to help us reach our goal by spreading the word?,persuasive,persuasive request,deletion,Would you be willing to help us reach our goal by spreading the word to your friends and family?,85,2,1,2,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,1.6666666666666667
45,I would appreciate your thoughts on how we can better serve our clients.,I would greatly appreciate your thoughts on how we can better serve our clients—your insights are invaluable to us.,persuasive,persuasive request,style,,46,5,3,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.0
30,Would you be interested in collaborating on a project that benefits us both?,Let’s explore the incredible opportunities that collaboration could bring—are you interested in working together on a project that benefits us both?,persuasive,persuasive request,style,,31,5,5,5,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,5.0
27,Please help us raise funds by participating in our charity run.,Join us in making a significant difference by participating in our charity run and helping to raise essential funds for those in need.,persuasive,persuasive request,style,,28,5,5,4,5,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,4.666666666666667
5,Can you help us spread awareness about this critical health issue?,Help us shine a light on this critical health issue—your support in spreading awareness could save lives!,persuasive,persuasive request,style,,6,5,5,5,4,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,5.0
41,I encourage you to participate in our survey to help us improve.,I encourage you to participate in our brief survey to share your insights and help us improve our offerings.,persuasive,persuasive request,insertion,I encourage you to participate in our survey to share your insights and help us improve our offerings.,92,5,3,3,4,4,3,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,3.6666666666666665,3.6666666666666665
35,Please take a moment to reflect on how your actions impact the environment.,Please reflect on how your actions can impact the environment and inspire others.,persuasive,persuasive request,deletion,Please reflect on how your actions can positively impact the environment and inspire others to do the same.,86,3,4,4,5,5,4,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,4.666666666666667,3.6666666666666665
18,Would you be interested in attending a workshop on community engagement?,Would you be interested in attending a workshop on community engagement? Your participation could spark new ideas!,persuasive,persuasive request,style,,19,4,5,4,5,5,5,6161c4cc2d4f503e8265038e,62b1e88f17e52b6037d67470,638070625c26e262f2163254,5.0,4.333333333333333
